,id,text,label,misogyny_category,target
3152,1270,@nazaretfuertes callate no quiero cumplir 20 😭😭😭😭😭😭😭😭😭😭 dejame disfrutar este año guarra🤫,1,discredit,active
1886,2083,Cabron tú no eres patrón tú eres la puta de pina,0,0,0
2159,3001,Joder Nagore cállate de una puta vez pesada de los cojones ay dios la odio por qué tan tonta diooos espero que no me denuncie y vaya a la cárcel por esto Nagore vete a llorar al Deluxe por tu nariz #myhyv,1,dominance,active
2698,390,@enbocadetodosof Ptm que hace ese Seudo conductor dizque de Santi. Escoria de ATV. Cómo jalaron a ese imbecil que hablo mal de Guerrero y la selección !!,0,0,0
2620,3085,"@ludmi526 Cállate zorra, me haces acordar a nuestro soldado caído @VickyDeamicis",1,discredit,active
1639,652,@BebeVitaReal @BebeMiloYT Te madro bebe milo verdad se te ve en la cara que te pego,0,0,0
2310,1259,@Ojo_Publico @YeniVilcatoma2 Que PERRA ERES! ni un perro se porta como tu! No mereces ser mujer! el pais te repudia! y te pasará la factura!,1,discredit,active
2866,2374,@FilmusDaniel Represión? Hijo de mil puta! Mereces que te caguen de un piedrazo los negros de mierda y sientas en carne propia!!,0,0,0
2682,2317,"Que por enseñar el canalillo me llamen puta, enserio no saben lo que tienen en casa",0,0,0
2008,2113,"@Ivinortiz @KingRuckFules @vteodosio @_AguustinaR @IvannCai_ callate hijo de puta pendejo, solo duas copas del mundo VERGUENZA DE LATINO AMERICA!",0,0,0
1772,2718,@AguuusRusso Pero que hija de puta callate Jajajajajajajajaj,1,discredit,active
2846,1499,Comemela —Es lo único que dice porque no puede tirarle. Le borrara esas fotos en cuanto tenga la mínima oportunidad.—,0,0,0
364,1068,"Que mierda tienen en la cabeza cuando creen que una violacion o situacion de acoso que les estan contando ES MENTIRA????? O sea,son joda gente",1,derailing,active
381,970,@acciomalfxy JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA LA PUTA MADRE TE LO MERECES POR USARME COMO MEME SIEMPRE,0,0,0
1602,2211,@Ketonto Jajja no digas tonterías. Jordi le ha respondido de puta madre.,0,0,0
2429,3143,@marca Cobarde primero la lías y luego te escondes eres de lo más bajo de la raza humana pero claro tu eres hijo puta catalerdo,0,0,0
2974,2357,@JordiWild @Frank_Cuesta Anda cállate la puta boca subnormal que te ha pegado un zasca que se ha escuchado desde allí.,0,0,0
2364,1650,"@Adriadpg @maxzgz @buszaragoza Toda la razón deberían limpiar más, y la gente ser menos guarra y no tirar mierda al bus, comer dentro, poner los pies encima de los asientos, tirar papelitos.....",0,0,0
3030,1797,@davidpepi00 Cállate perra que estás igual,1,dominance,active
1535,1890,"Perra solo tu ex — Ninguna mujer es perra, y si eres una mujer la que dice esto, que vergüenza. https://t.co/hAfpYt6vrj",1,discredit,active
2298,504,"Llegue a casa y mi perra haciendo alto escándalo, cállate traidora",1,dominance,active
284,2904,@PatricioMery @Pontifex_es Callate bobo hijo de puta bestia humana lacra asquerosa izquierdistas rateros mal paridos,0,0,0
687,3088,"Estoy un poco hasta la polla de que chaval nuevo que viene, chaval al que tengo que enseñar. Para que luego haga lo que quiera y pase de lo que le he dicho.",0,0,0
1394,2662,osea si quieres enseñar el culo lo haces y eso no te convierte en un prostituta o en una puta vaya,0,0,0
1806,149,@angela15rubio Callate y sacate la puta eso,1,dominance,active
3028,926,Por algo ser la polla es bueno y un coñazo es malo,0,0,0
2291,2832,"AY LOCO CALLATE, NO ATOMICES MAS LA PUTA MADRE PELOTUDO DEL ORTO",0,0,0
1637,562,@Tomichillado @agusbertin_ Sos un hijo de puta pero te mereces q te de un sanguche de milanesa,0,0,0
3169,1752,"@VilxSouvenir El de perra me luce pero tu eres tan perra que ni te agarra. Te quiero bebé, el proceso está siendo increíble, el siguiente paso es que yo te maquillaje, vas a quedar perfecta.",0,0,0
1454,1467,@MarcelaOjeda__ Todos sabemos que tú eres la perra dónde sea,1,discredit,active
1616,1703,Cuando te dicen que tu mujer es una perra!! https://t.co/dugyoVKqM3,0,0,0
991,1173,"@Tuizz_ Vamos a ver, 1 spy support pero no me meto tanto como un objetive y....HIJO DE PUTA QUE TU ERES LARGA LIMPIA PARA ENTRAR MAMONAZO 😂😂😂",0,0,0
417,3294,@MeelFernandez8 Jajajajajaja lpm Callate que vos sos la zorra número 1,1,discredit,active
156,1615,"Cuarto. Tienes 13/14 años ¿por qué aún piensas de esa forma? DEJA DE PENSAR QUE UNA MUJER ES UNA GUARRA POR ENSEÑAR SU CUERPO. Empieza a echar cabeza cielo, porque el mundo se te come.",0,0,0
3112,168,"@Emol No apruebo hechos como la violación o el acoso sexual, pero el riesgo de este tipo de campañas es que se pasa de hacer conciencia frente a un hecho determinado a un fanatismo extremo, en la que pagan 'justos por pecadores'.",0,0,0
1799,842,@DinoraAnma JAJAJA maldita si tú eres la más perra,1,discredit,active
469,1833,"@danielanatt Callate perra traicionera, encima q te cuento algo, ahora menos te cuento lo otro Habla con mi mano natalie",1,stereotype,active
2180,3320,@Haryachyzaychyk Callate zorra y mama duro! 😍,1,sexual_harassment,active
706,1318,VOY A PUBLICAR TU FOTO EN LA PRENSA PA QUE LA GENTE LO SEPA QUE TU ERES TREMENDA PERRA HIJUEPUTAAAAAAAA.,1,sexual_harassment,active
502,117,"Monica dejate de tonterias, Nerea lo ha hecho de puta madre , yo no veo nada q objetar #OTGala9",0,0,0
1100,1007,@michelle_sexxx eres mi maldito juguete preferido mmm. Me encanta llenar tu coño de mi leche espesa mi perra en celo,1,sexual_harassment,active
379,417,"@Pajaropolitico En México no solo es acoso y/o violación sino hasta feminicidio y dónde están los gritos de justicia, no se llevaron un Oscar, ni tuvieron cuentas millonarias. Estas mujeres denunciaron 20 años después mientras estos seguían haciendo de la",0,0,0
2762,1633,Mi papá me estaba enseñando a pelear y me agarro a upa y el hijo de perra me tiro a la pileta... GRACIAS MI AMORR ME CAGUE DE FRÍO,0,0,0
2377,596,Merecido después de dos semanas enseñando la ruta más perra en busca la historia de fedex 😌😌😌 https://t.co/b1rwNUrA4o,0,0,0
3090,1808,"@VideosDeTetas Tetacas, RT Movimiento SEMEN, please!",0,0,0
3041,2569,@SamiDoural LA PUTA MADRE CALLATE,1,dominance,active
236,2784,@yungpichaku @3adawiyaaa tu eres mi problema puta x,1,discredit,active
429,3027,"Ori, tu eres la excepción que cumple la regla, eres un hijo de puta y no hay mas (<3)",0,0,0
1755,2269,"Jajajajajajjajajajajajajjaa ay Dios la mujer es maldad me voy de aqui, que puta pavera.",0,0,0
118,1094,"Mi hermana está escuchando la puta BSO de Guardianes de la Galaxia, cuando vence Star Lord a Ronan. LA ESTOY ENSEÑANDO BIEN.",0,0,0
692,111,@come_hombres Agrega puta zorra yo te uso como te mereces y te ago mas puta de lo que ya eres,1,sexual_harassment,active
2911,1206,-Te mereces un Oscar por Puta😏 -¿Que? ¿Cuál Óscar? ¿Está bueno? ¡Presentelo! - (._.),1,discredit,active
2985,544,Si a mi se me ocurre enseñar por twitter una conversación de whatsap con mi madre me manda a dormir a la caseta de mi perra.,0,0,0
1766,1556,Me recibes así para provocarme y que te folle cierto?eres toda una puta adicta a mi polla! https://t.co/neUDc07IzW,1,discredit,active
2855,275,@DalasReview #MeToo es por acoso y violacion por abuso de poder. Lo de Depp es acusación de supuesto maltrato en pareja. No son lo mismo.,0,0,0
3188,1038,"acusación de violación contra Melanie Martinez: zorra estás acabada acusación de violación contra cualquier hombre: 'presunto violador', 'habrá que oír ambas versiones', 'denuncia falsa', 'qué llevaba puesto?', 'iba borracha?',' puede ser mentira'...",1,derailing,active
782,2769,@diegocruzva @SiletiumNaturae De hombre a hombre: Cállate de una puta vez que no tienes ni puta idea,0,0,0
1398,2766,@MarinaAlbiol Y tú eres una comunista hija de mil puta que no sabe que la dictadura en Venezuela está matando a la gente de hambre,1,discredit,active
2685,1965,"@letra_escarlata @Zurine3 Pero qué coño está pasando con los hombres, algunos deben creer q la veda está abierta. Exigiimos MANO DURA!!!",0,0,0
1845,1898,Hay gente imbécil y luego está la que le echa la culpa a DolarToday de que el país esté como la escoria más grande que se haya podido parir.,0,0,0
1598,440,"#RAWCL puta la wea, Cesaro merecia terminar el año campeon",1,discredit,active
1371,360,@Paulaa_villamil Tú eres mi perra:(,1,discredit,active
632,3201,¡BUENO Y TU ERES UNA PUTA ARRASTRADA! Laidy Gómez cargó contra Guanipa y lo tachó de 'divisionista' https://t.co/oWWzD7N17m vía @maduradascom,1,discredit,active
2646,1477,@_anapastor_ Haz una búsqueda en Twitter con el filtro 'Ana Pastor guarra' y verás cuántos perfiles hay de okupas. Un ejemplo: 👇 https://t.co/SzZ9EdZamr,0,0,0
2096,232,@ViktorBautista @DGii Hijo de perra como tú eres una botella...te conviene,0,0,0
585,1136,Estoy felizzzzzzzzzzzzz!! Igual quiero decir que flor merecía ser salvada hijos de puta!! La rompió bailando,0,0,0
395,1433,@Zeus197711 Jajaja pues soy bien puta provocarme y verás lo puta que puedo ser bb 😘,1,sexual_harassment,active
2189,750,@LoreniaCarr Cállate perra si todas tus conversaciones son spanglish 😂😂😂 te evitarias las correcciones a español 🙄,1,discredit,active
3273,817,"@SirMagusMedivh // *Se queda callada como una perra y vuelve al porno, porque es lo que toca.*",1,dominance,active
356,2510,"#GHDirecto hostia puta, que mala madre e sido. No sabia que ser madre era estar sentada, callada y no poder cantar,bailar y pasarlo bien. Dios que he exo!? Mis hijos ahora serán unos delincuentes asesinos.",0,0,0
890,422,@pauliboggino @soyunaforra cállate perra de mierda culona,1,discredit,active
2070,1725,"@_Noel_Pereira2 Definitivamente tú eres un grandísimo hijo de puta, el coño de tu madre! Si el escenario es Negro para ti es Blanco. Siempre juzgando a dividir y llevar la contraria. Te propongo algo, deja que te coja un Burro con los ojos azules",1,discredit,active
952,1655,@ojvr__ Acho cállate jodía perra 🙄,1,dominance,active
2517,2930,"Este 2018 les he tuiteado como la puta verga que soy, ya se merecían mi regreso.",0,0,0
2228,816,Las acusaciones sobre acoso sexual y violación contra el magnate de Hollywood Harvey Weinstein abrieron la caja de pandora https://t.co/CFxuNqcCdE,0,0,0
2301,972,"Q va tener otra q lo hacen mejor, te traigo la perra de la vecina garcha pero callate lpm",1,discredit,active
968,1969,@JessicaAvilez1 Tú eres perra,1,discredit,active
16,1719,Miles de mensajes de: 'Menuda guarra' 'Es una zorra enseñando' 'Así luego se quejan de las violaciones',1,sexual_harassment,passive
2589,2482,"El portero del betis es un machista, al igual q todos los q cantais 'mi novia es del Sevilla y es una puta mas' morirse",0,0,0
111,2633,@Ricardo202 Imbecil eres tú. Ya sácate ese rancho de la cabeza. Miles de niñas niños y jóvenes padecen de acoso en línea y en la vida real. Pendejadas como esas que tuiteas mantienen vivo el odio hacia jóvenes glbti. Muchos que no tienen ni guía o protecc,0,0,0
2055,2489,Llamar guapa a una chica es micromachismo pero querer azotar a una mujer hasta sangrar o llamar puta a Arrimadas es satira. 👏,0,0,0
3182,3198,"Porque no las mereces. Tch. — Mira, puta... te reviento la vida, cojones. https://t.co/crmg9j2KeG",1,discredit,passive
920,1152,Olé perra hijueputa @Andreeaa_05 enseñarle que usted si sabe:3,1,sexual_harassment,passive
2964,3317,Plana de mierda aprende a corregir pruebas la concha de tu madre no merecía desaprobar pedazo de hija de puta,1,discredit,active
257,925,"-Hijo ese videojuego te está haciendo violento - ¡CÁLLATE LA BOCA PERRA DESGRACIADA, TÚ MERECES MORIR!",1,sexual_harassment,active
1783,1190,"@EPN @revistaQP @sebastianpinera callate mexicano hijo de perra,",0,0,0
2024,3071,"Pero cállate la puta existencia, becerro maldito. https://t.co/k4Wop89tEK",0,0,0
2876,333,"@anaisbernal @AmparoRubiales Por ello está la ley que no ha salido por culpa de los dos partidos de derechas PP y CS. La ley de la violencia de género es muy necesaria que se revise no es no. Así es el patriarcado no puede seguir campando por sus respeto,",0,0,0
1982,2105,"Un día me dieron un consejo muy bueno: si no vas a decir nada inteligente, CÁLLATE LA PUTA BOCA. Aplicároslo porfa.",0,0,0
1160,2667,@EAbidalOfficial @elchiringuitotv @jpedrerol En toda la puta boca!! Para q no hableis mas tonterias q sois unos vendehumos!!!,0,0,0
2223,1056,@gliclazida @dotfanny @el_pais Pero el escenario que describe no es de acoso. Es de violación y asesinos,0,0,0
1629,1353,Esto te pasa por ser una zorra.. Toma taponazo en la cara 😂😂😂😂😂 https://t.co/YyiLUtjUSM,1,discredit,active
2493,3182,@mangelrogel Cállate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus números...,1,discredit,active
891,1785,Legendario productor de hip-hop es acusado de acoso sexual y violación https://t.co/AgkVh50UPU https://t.co/dfhHkSV1JU,0,0,0
367,1621,¿Que es una mujer inteligente? -un travesti.,1,stereotype,passive
2902,263,@PhilipMarlowe10 @quimforn Tu eres un poco bastante hijo de la gran puta no? Y no es una pregunta cabronazo. Es una jodida afirmación #alertaporhijodeputa #alertacabronazo #alertatuputamadre,0,0,0
628,124,"Te odio Lidia, no te mereces a Francisco, #perra #LasChicasDelCable2",1,discredit,active
1,1497,¿Alguien le puede enseñar a superar a esa perra de mierda?,1,discredit,active
919,987,@Aguus_Donan Callate que tu mama esta re perra o no @FranciisAlvarez ?,1,discredit,active
1357,1376,@Andrea_Mush Mami ellas son pendejas tú eres fabulosa (léase en tono de soy bien perra),1,discredit,active
979,561,@erickorni0 Cállate perra. Jajaja Lera. No. Aún no se la parto. Digo la partimos. 🙊,1,dominance,active
1067,2549,"@luz_darks wall-e me conmovio , tu eres una perra gelida.",1,discredit,active
1460,847,Jajajaja cállate perra 😂❤️😂😂😂 https://t.co/vxFQGusOBh,1,dominance,active
2379,1787,"Revictimización, agravio extra que enfrentan las mujeres agredidas No importa si es acoso, violación o... https://t.co/iwQ3ELIher",1,stereotype,passive
451,3338,@YooaRamirez Callate zorra y deja de cagarme los tw,1,dominance,active
2204,67,DIPUTADOS.HIJOS DE PUTA Q. VAN A PROVOCAR A LOS GENDARMES . QUIENES SON ?? KMAXIMO DEL CAÑO MORO BREGMAN CUANDO LUCHARON ×LOS JUBILADOS??,0,0,0
2977,76,"Cinder eres una hija de la grandísima puta y te mereces lo peor. Y te lo vas a llevar, zorra de mierda.",1,discredit,active
2826,1634,"@demoniocaotico Es flipante lo que ha dicho, Es la típica persona que justifica cualquier violación o acoso. Pero lo más triste es que puede que detrás de su pj esté un due mujer.",1,discredit,active
2112,3292,@ryuko_farady *saco mi polla de tu coño*hora de llenarte en tu otro agujero serena,1,sexual_harassment,active
1754,153,A Benzema le va a nacer un embrión en la garganta de tanto chuparle la polla a Zidane,0,0,0
2960,3047,"Da asco el tipejo de la mesa que tiene el pelo polla en la garganta, haciendo campaña a los NAZIonalistas catalanes. #ObrasSijenaARV",0,0,0
2290,758,"@xAnna_Evans Se clava en tu culo y empieza a follarte rápido. [No! -gruño angustiado] me remuevo angustiado y me dan con una cuerda en la espalda mientras el tío te folla el culo, rodeada de vomito, sangre y dolor.",1,sexual_harassment,active
265,2295,#VÍDEO 'Mi novia es sevillista y es una puta más': Antonio Adán tras el derbi sevillano https://t.co/xlz9LDJTMA https://t.co/mfOKaznamq,1,discredit,active
2343,536,@GI0RGIELL0 cállate perra! unas birras después de toda la mierda familiar navideña?,1,dominance,active
1895,364,"'¿La mitad de sueldo por ser mujer?' http://t.co/HXOVOaiOuj Así es, porque aguantarlas cuesta el doble. #TomaDosTazas",1,stereotype,passive
1082,798,"ush esa perra si que me cae re mal, se cree la verga y not mk, no eres nadie, cállate que a nadie le importa tu vida boba hp",1,dominance,active
543,1679,@mundodeportivo @AntoGriezmann Poco os mereceis hijos de puta 😂😂😂😂😂,1,discredit,active
1983,1630,"@IvanaYojanan “Hijos de la gran puta, salgan enseñando la purrunga ustedes” exclamó la bella y muy inteligente “máster” 🤔",0,0,0
619,2248,@elultimopeter Tu eres demasiado perra 😂,1,discredit,active
1252,1165,tengo que enseñarle a mi perra a que solo se acueste en un lado del sillón donde tiene una manta. estoy preparada para sufrir y escucharla gruñir cuando la saque del otro. no había un trabajo más fácil?,1,stereotype,active
2334,2825,"'All I want for Xmas is yoQUE TE CALLES DE UNA PUTA VEZ, LOQUER, CÁLLATE YA",0,0,0
411,2738,FELIZ AÑO ESPERO QUE OS VAYA DE PUTA MADRE PORQUE OS LO MERECÉIS HOSTIAAAAAAAAAAA,0,0,0
1293,3209,@Natjiusshka @vacomotrompada @Centrojas Cállate puta lesbiana peronista,1,dominance,active
2128,2780,@lNeko_ @xTiko98 Callate y metete party de una puta vez,0,0,0
2975,2916,@MChelowsky @zayndebnm Pero qué dices de hatear? Si no tienes ni puta idea cállate,0,0,0
2601,2432,@Steffers__ Hija de puta. Callate pinche chismosa,1,dominance,active
3284,989,@salvameoficial Cállate ya Puta Belén ostia Tia das asco siempre berreando,1,discredit,active
2541,3234,"*chica súper sufriendo* 'Cielo, la menstruación es una bendición, no una maldición' Mira, zorra, cállate #Runaways",1,discredit,active
2252,1527,@Favorit0 Difundamos Movimiento SEMEN! Un RT de ayuda!,0,0,0
1213,3304,"En Hollywood las mujeres son acosadas sexualmente,pero 'se lo habrán inventado' Kevin Spacey es acusado de acoso sexual por otro hombre y que curioso que a este no lo pongan en duda",1,stereotype,passive
3009,1882,El riesgo constante de acoso y violación para las niñas y adolescents migrantes y refugiadas se produce en toda su trayectoria por parte de agresores que incluyen proveedores de servicios y personas que deberían protegerlas. #ENDviolence #NiUnaMenos https://t.co/MkTJJwxG5H https://t.co/DOgYsdFjSf,0,0,0
804,284,"@el_pais La educación y la cultura tiene mucho peso y sí acoso y violación son crímenes y cada país e individuo lo evalúan de formas diferentes... Y los casamientos de infantes, la pedofilia, la trata de personas, etc. Demasiados crímenes sin atender.",0,0,0
3271,1554,"Vuelvan ahre quiero un novio asi, mi novia es una zorra y estoy enojada asi que quiero uno asi ahr mentira https://t.co/hi5JPVcgs2",1,discredit,active
2540,1987,GRACIOSO VER A TANTAS #FEMINAZIS ALARMADAS CON LA COLUMNA DE ANTONIO CABALLERO MIENTRAS CALLAN ANTE TODOS LOS ABUSOS SEXUALES DE LAS FARC #VocesUnidasONU #FINALLIGAAGUILAxWIN https://t.co/eCuntisW3J,1,derailing,passive
2353,481,@josesinito @LeaderDeus @NewSchool_CL Cállate vo si Eri mi perra,1,dominance,active
1216,2457,@VaneZampiniOK AAAAAAA VANEEEEE LA PUTA MADRE FELICITACIONES HERMOSA!!! Te lo re mereces❤️❤️❤️,0,0,0
2812,1704,Estoy enseñándole a mi perra a dormir en su camita y no conmigo y resulta que a la que había que acostumbrar es a mi😭,0,0,0
1386,1128,"@Gremio ahora decidle al imbécil que tenéis de entrenador que ladre algo sobre Cristiano. A CHUPAD POLLA, retrasados.",0,0,0
1702,1117,tener una polla en la cara de jessi en un pony al decir que era brony o,1,discredit,active
1686,1956,"me cago en tus muertos _ Hija de puta, zorra de mierda, muérete' #CamilaVallejo .... Que Tu Eres Bien Puta #camilavallejo TU MUERTETu Eres Bien puta agregado, https://t.co/ZjcSsLMW4f",1,sexual_harassment,active
1797,492,"@CerGamer_ @DewcesUhc Bueno tú eres su perra, no yo.",1,discredit,active
491,1201,"Esto es posesión, machismo, acoso, violación a la intimidad de la persona, y nadie cae en la cuenta que están así por “un cariño” que acaba siendo una tortura. https://t.co/owf0retc4c",1,discredit,passive
1868,1000,"@alejitacoll ... habemos muchos hombres en contra del acoso; eso sí, no todos lo expresamos desde el prejuicio sexista. Su respuesta se ganará aplausos y likes de los bienpensantes 'pero en ciertos pasajes no representa más que el extremo opuesto de la desastrosa columna de Caballero.'",0,0,0
2639,2452,A la mujer búscala delgada y limpia que gorda y guarra ella se volverá.,1,stereotype,active
2032,670,"Ritmo alto para follarte, no parar hasta sentir los espasmos de tu coño apretando mi polla, tu cara de sexo me anima a darte más fuerte, más profundo, me dices que te reviente, lo haré https://t.co/AFvnGJG6rf",1,sexual_harassment,active
2061,23,"@dsilvao Más que seguro que muchos nacieron producto de acoso y hasta violación 😒. Personalmente, nunca he tenido problemas para conquistar sin recurrir a la intimidación.",0,0,0
1270,1066,Voy a enseñarle a mi perra a hacer esto para que me las sujete. https://t.co/MU3htiMYRu,1,sexual_harassment,active
1169,2808,"Mi negrita es un qlito hermoso, puta es que esa mujer es bella💕 y tiene unos ojos que enculan 😌😌💕",1,sexual_harassment,active
733,959,"@ppkamigo Cállate judío yankee hijo de perra, FUERA DE NUESTRO PAÍS.",0,0,0
420,1761,@Barbijaputa Cómo que no? El mítico 'y mi coño lo disfruta' jajajaja.,1,stereotype,active
2677,1513,Acoso sexual e intentos de violación a masajistas en España: 'Estoy harta de que me pidan un 'final feliz'' https://t.co/CkOOL2zwFI https://t.co/NoBqUZG9kZ,1,discredit,active
1981,627,@salvameoficial Esto es lo que os merecéis en la puta boca los de salvame? https://t.co/DbYLJIkwhz,0,0,0
3205,2193,Un día largo CALLATE HIJO DE PUTA ESTABAS JUGANDO AL PÁDEL,0,0,0
636,2757,"Tu novia es más puta que se sacó un ojo para tener otro hueco, son pajeros😅😅",1,discredit,active
332,2722,"@Jaack Mirá que tú no lo sepas apreciar no te da el puto derecho de insultarle ok? Así que cállate la puta boca que él es mucho mejor persona que tú, Imbécil.",0,0,0
1746,826,@A24COM Callate hijo de puta! Chorro corrupto.uds.empezaron la violencia como siempre.,0,0,0
680,1963,@ActualidadRT Esa mujer es la clásica hija de perra a la cual al final nada le sale bien.,1,discredit,active
397,2076,En verdad yo no se porque tu eres así... DE UNA PUTA ME ENAMORE,1,discredit,active
3031,262,mi novia es una puta merienda😍🤯😛💦,1,discredit,active
3293,3140,@valecmn @mauroveneno24 Veridico. En la calle 'rica mi amor' y uno: 'que le pasa imbécil' el de nuevo: 'o zorra malparida' 😒 #resentidos,0,0,0
1646,3339,"le dije a alba por lo bajini 'por qué parece que tenga una polla atravesada en la garganta'. comentario desafortunado, porque me llevé una hostia por su parte y nos dio la risa floja después.",1,sexual_harassment,active
28,1673,Esta chica denuncia una violación invisibilizada y lo que os preocupa es que diga que el agresor tenía polla. Sois imbéciles. https://t.co/ZeBi9EIIR1,0,0,0
2359,3015,"@FerranAixala Miss polígono... mira que q ciudadanos le tengo un asco tremendo, pero tú eres un hijo de puta con todas las letras. Q te jode que sea el partido más votado y se te nota. No rompas tu dni como hicieron unos cuantos hace unos meses anda",0,0,0
1964,978,@MichuHeredia Y dsps aprobas mejor cállate perra,1,dominance,active
1034,2566,La que dijo me encargaré de que tengas hijos de puta tranquila Dios te preparará tu sitio donde mereces😊aqui y aĺli,1,discredit,active
1197,2971,"Esto no es provocacion, esto es ser un total hijo de puta, no se trata de River y Boca, ni Independiente, nos insulta a todo el pais https://t.co/9sCbS5Nahu",0,0,0
1830,723,Tú eres de los 70’ Y yo soy una zorra de los 90’,1,discredit,active
3274,763,"@nyaruko__chan Acoso , violacion , me da bastante igual , yo no voy a entrar en el trapo de querer o no la pena de muerte pero ser MACHISTA por no quererla es un poco equisde no?",0,0,0
1717,1309,"Hola, tarta. Sé bien lo que quieres. Te ví en aquella película. Zorra, cerda, puta. No te mereces que me acueste contigo —Peter Griffin",1,discredit,active
2295,540,@anaisbernal Esto no puede ser ni puta vergüenza tienen estos jueces,0,0,0
84,1288,"@Barbijaputa @lorenagm7 Wow, es que tienes el PRIVILEGIO de no poder enseñar la cara porque te han amenazado de muerte centenares de veces, vaya morro, qué vidorra, ¿eh? En fin.",0,0,0
2783,463,Si te ponen una polla en la cara tu primer instinto es chuparla,1,discredit,passive
3127,350,@AquiCorroVrgara Porque tú eres más perra todavía. 💅👄👅👑💄,1,stereotype,active
2746,709,@grunppy @Antoniuruizd @Relatofeminista 'Yo soy puta y feminista. Ser puta es el trabajo más feminista que existe no lo sabíais? ' Las idioteces que hay que leer pfff 😒😒😒,0,0,0
841,1076,@letra_escarlata @Pepe_Tron_B_M @anaisbernal @20m Y estos son los hijos de puta que van a luchar contra la violencia que ejercen contra las mujeres. Es que no me troncho porque NO TIENE NI PUTA GRACIA 😡😡😡,0,0,0
989,800,@parejamadrid31 Uuiifffff me encanta cómo me gustaría follarte bien tu coño y culo,1,sexual_harassment,active
1256,1383,"@ejutv Ahora defiendes a la. Iglesia hijo. De perra? Eres una mierda, no mereces llamarte humano, en que mala hora habras nacido",0,0,0
207,485,"Pensar que la mujer es una perra de por si es algo horrible, pero que eso sea por celos, es una conchudez.",1,discredit,passive
2101,727,"Tengo una perra q es lo más ruidoso q existe. Cada día me ocupo d enseñarla. Intento q mis vecinos no vean interrumpida la paz d su hogar x los ladridos d mi perra. En cambio, a mis vecinos y sus fiestas 'te los comes con papas'. Tal cual #comolavidamisma https://t.co/Y2WKJIoS6F",0,0,0
3248,1408,"El feminismo de Lamas 🤦‍♀️...justificando cultura de violación y acoso, muy desatinado! Lamas representa el white feminism incapaz de ver más allá de sus privilegios. Gracias @catalinapordios por el despliegue de sensatez. https://t.co/sNJYO3oPqG",0,0,0
2763,2674,@Epic339YT DAME MI PUTA CUENTAAAA!!!!!! TU ERES EL MENTIROSO TUS SORTEOS SON FAKE,0,0,0
2308,1064,@iqrogue callate pinche perra tragacroquetas,1,sexual_harassment,active
1826,2528,"QUE NO SON NI LAS OCHO DE LA MAÑANA, CALLATE Y ECHATE A DORMIR EN VEZ DE HABLAR DE LA PUTA ESPICHA.",0,0,0
3242,1591,"La vez que me niego a enseñarle a usar ig a mi mamá me dice: - Yo te enseñé a usar una cuchara puta de mierda! Siempre te la llevabas al ojo, ibas a quedar tuerta!!! Jajajajajajaj",1,stereotype,active
1208,2396,@palomaaguf que te calles macho que puta plasta la tia esta,1,discredit,active
2237,865,"@poisonedMar Qué perra tan inteligente, mereces una galletita 🍪",1,stereotype,active
2442,1609,Le canto canciones de amor a mi perra y me mira como diciendo callate estúpida 💛💛💛,0,0,0
209,169,Vuélvete una perra con quien lo merezcas https://t.co/TxrsCYQYQ8,1,discredit,active
2331,250,"@salvameoficial @BelenEstebanM Tu eres una HDP,MALA GUARRA ODIABLE EL SER MAS VIL SINVERGÜENZA DESGRACIADA DROGADICTA DE MIERDA BelenEstebanM",1,discredit,active
383,1346,@xMarteen @apmc312 Callate la perra boca que ya no lo toy,0,0,0
458,1953,@TorakitoJ y una polla JAJJAJAAJAJAJAJ esa es mia imbecil que me pongo nervioso (en serio),0,0,0
695,602,"@anaisbernal El problema de ser un imbécil no es serlo,es demostrarlo. https://t.co/QThkKRNPPw",0,0,0
3213,301,Le estoy enseñando a árabes decir “pinche puta” 😂😂😂😂 ¿En que momento me volví la mexicana que prometí jamás ser? 🤦🏾‍♀️😂,0,0,0
604,1029,Yo creía que lo de llamar guarras a las tías por enseñar de su cuerpo lo que le salga del coño estaba superao,1,stereotype,passive
1715,379,Te pego con un Fierro en la cara y lo Doblas todo culia imagínate lo dura que la tenes,0,0,0
182,2437,"Al hijo de puta que hizo el video de havana con el gallo, te mereces todo, en serio",0,0,0
3198,2266,@radiomitre Callate negra puta! ya te va a llegar el día que pagues por todo esto.,1,dominance,active
441,2189,"JAJAJAJAJ RE HIJA DE PUTA LA MINA, TIPO: AY NO MERECES QUE TE SIGA, NO BUENO MEJOR SI AHRE https://t.co/PHvoHFOVV3",1,discredit,active
2618,2688,“La gravedad de la violación no desvirtúa la infamia del acoso sexual” https://t.co/6j7c8Gaa8w,0,0,0
2873,1395,@eloyalvidrez10 Tu eres mi lady zorra barata,1,discredit,active
343,388,"@vikidonda Cállate Tilinga atorranta vergüenza da q x ser hija de puta,digo de montonera ocupes un cargo de diputada",1,discredit,active
2800,358,"No es por alarmar pero acoso, violación y feminicidio son términos muy diferentes. Ojo! No se confundan. Hablar de feminicidios y violaciones es mucho más grave, no disminuyamos el grado de peligro al que están expuestas las #mexiquenses. #NiUnaMas #NiUnaMenos #Denuncia #Edomex https://t.co/zfdxXpdVdK",0,0,0
